job_id,job_title,industry_name,salary_min,salary_max,salary_unit,salary_period,experience_required,education_required,status,publish_date,collected_at,company_name,city,job_benefits,job_description,industry_standard,industry_group,job_skills,other_requirement,exp_numeric,salary_min_norm,salary_max_norm,avg_salary,skills_list,merged_job_skills,cluster
171607069,销售专员,烟草/酒业,3.0,6.0,千,月,无需经验,大专,在线,2026-04-15 10:29:36,2026-04-15 17:51:41,湖南弄子酒业有限公司,邵阳·邵阳县,,"职位详情：
【工作内容】
- 负责公司产品或服务的市场推广与销售工作，完成既定的销售目标；
- 通过电话、面谈等方式与客户沟通，了解客户需求并提供相应解决方案；
- 维护现有客户关系，提升客户满意度和复购率；
- 收集市场信息和竞品动态，为团队提供有价值的市场反馈。
【任职要求】
- 大专及以上学历，专业不限，有销售经验者优先；
- 具备良好的沟通能力和客户服务意识，能够积极应对挑战；
- 有较强的目标感和抗压能力，能适应快节奏的工作环境；
- 熟悉办公软件操作，具备基本的数据分析能力。

年龄要求：
20-28岁

职能类别：
销售专员",消费品/烟酒,食品与饮料,"市场推广与销售, 电话沟通, 面谈沟通, 客户需求分析, 解决方案提供, 客户关系维护, 市场信息收集, 竞品动态分析, 办公软件操作, 数据分析能力",大专及以上学历；有较强的目标感和抗压能力；能适应快节奏的工作环境,0.0,3000.0,6000.0,4500.0,"['市场推广与销售', '电话沟通', '面谈沟通', '客户需求分析', '解决方案提供', '客户关系维护', '市场信息收集', '竞品动态分析', '办公软件操作', '数据分析能力']","市场推广与销售,电话沟通,面谈沟通,客户需求分析,解决方案提供,客户关系维护,市场信息收集,竞品动态分析,办公软件操作,数据分析能力",1
171609872,武汉城市经理（低温冷藏品）,食品/饮料/粮油,1.5,2.5,万,月,5年及以上,高中,在线,2026-04-15 11:24:24,2026-04-15 18:39:31,上海旺旺食品集团有限公司,武汉·江汉区,,"职位详情：
岗位职责：
1、负责餐饮、医院、铁路、企业、酒店、学校、智能货柜、礼品福利、等渠道开发拓展，完成商务谈判与合同签署；
2、负责辖区内渠道的开发、制定、执行、管理、评估、追踪；及特渠经销商的管理、评估、政策制定与执行；
3、制定生意发展计划，扩大销售覆盖，挖掘渠道潜力，完成销售目标；
4、制定高校合规的渠道运营规范执行，进行费用管理确保投资回报***化，实现盈利性增长；
5、进行市场调研，了解客户需求和竞品情况，发现生意机会点，基于洞察提出切实可行或具有创造性的解决方案，快速推动生意发展
6、定期总结、回顾下去特渠工作拓展业绩，对下去内特渠拓展目标达成负责；

任职要求：
1、40岁以下，5年以上特渠工作经验，单家公司在职需3年以上：
2、必备快消品行业经验，特渠操作经验，熟悉低温冷藏市场，了解特渠销售模式和策略；
3、经销商开拓及管理，渠道经销商客户开发与管理
4、具备良好的谈判技巧和团队合作精神，具备内外部沟通能力；
5、自我驱动力，能在压力下保持高效工作；
6、掌握客户资源，熟悉特渠玩法；

年龄要求：
16-40岁

职能类别：
渠道分销经理/主管",消费品/食品饮料,食品与饮料,"低温冷藏, 餐饮渠道, 快消品行业",1、40岁以下；5、自我驱动力,0.5,15000.0,25000.0,20000.0,"['低温冷藏', '餐饮渠道', '快消品行业']","低温冷藏,餐饮渠道,快消品行业",3
171614374,浙北省区经理 休闲食品,食品/饮料/粮油,1.2,2.0,万,月,5年及以上,大专,在线,2026-04-15 14:11:40,2026-04-15 18:49:22,江苏香之派食品有限公司,杭州·滨江区,,"职位详情：
负责区域浙北(杭嘉湖绍)，常驻地杭州。
岗位职责:
1、负责制定并达成所辖区域的年度/季度/月度销售目标，分解并落实至经销商、终端及团队；
2、监控销售数据，分析市场趋势，制定针对性策略提升市场份额；
3、维护开发经销商客户，布局布建渠道系统；
4、执行终端动作(如铺货率、陈列标准、促销活动)， 确保品牌可视度；
5、执行市场推广计划，结合区域特点策划本地化促销活动。
6、收集竞品动态、消费者反馈，为总部提供市场洞察。
7、控制区域预算，确保费用合理使用(如促销费用、 渠道补贴)。
任职资格:
1、大专及以上学历，麻辣熟食背景经验优先；
2、5年以上快消行业销售经验，熟悉掌控浙北各渠道及系统，有丰富的渠道客户资源；
3、强抗压能力，能完成高目标挑战；
4、熟练使用Excel等工具分析销售数据；
5、擅长与经销商、跨部门(市场/供应链)协作；
6、有空白区域市场开拓经验者优先。

职能类别：
销售经理",消费品/食品饮料,食品与饮料,"excel, 市场推广, 销售数据, 快消行业销售, 促销费用, 市场洞察, 陈列标准, 渠道客户资源, 分析市场趋势, 铺货率",1、大专及以上学历；有丰富的渠道客户资源；3、强抗压能力；能完成高目标挑战,0.5,12000.0,20000.0,16000.0,"['excel', '市场推广', '销售数据', '快消行业销售', '促销费用', '市场洞察', '陈列标准', '渠道客户资源', '分析市场趋势', '铺货率']","excel,市场推广,销售数据,快消行业销售,促销费用,市场洞察,陈列标准,渠道客户资源,分析市场趋势,铺货率",3
170326888,总务专员,食品/饮料/粮油,6.0,8.0,千,月,3年及以上,大专,在线,2026-04-15 10:35:40,2026-04-15 19:17:49,大冢慎昌（广东）饮料有限公司,广州·越秀区,"周末双休,专业培训,年终奖金,高温补贴,五险一金,带薪病假,交通补贴,年假,购买五险","职位详情：
岗位职责：
1、负责公司租赁管理、车辆管理、工衣制服管理、资产管理板块的管理，机票订购、办公文具采购、办公环境等各行政内务相关的支持与保障。提出合理化建议，优化管理；
2、协助行政、人事等相关工作；
3、完成上级交办的其他工作。

任职要求：
1、有行政相关工作经验者优先。工作中发挥较强专业能力、执行能力、协调能力、解决问题能力；
2、对工作有较高的热情，具备较强的学习能力、逻辑思维能力、沟通能力、表达能力；
3、能吃苦耐劳，性格坚韧，思维敏捷，具备良好的应变能力和承压能力；
4、认真、积极的工作态度；
5、熟悉OFFICE等办公软件；
6、日常工作有50%时间需要在前台办公。

薪酬福利：周末双休、早9晚6、法定年假、额外福利假、带薪病假、节日贺礼、 高温补贴、年终奖金、入职购买五险一金、 内部管理人员可提供内部培养提拔，各种专业培训；

职能类别：
行政专员/助理",消费品/食品饮料,食品与饮料,"公司租赁管理, 车辆管理",工作中发挥较强专业能力、执行能力、协调能力、解决问题能力；2、对工作有较高的热情；3、能吃苦耐劳；性格坚韧；思维敏捷；具备良好的应变能力和承压能力；4、认真、积极的工作态度；6、日常工作有50%时间需要在前台办公。；薪酬,0.3,6000.0,8000.0,7000.0,"['公司租赁管理', '车辆管理']","公司租赁管理,车辆管理",2
168588101,特渠开发专员,食品/饮料/粮油,8.0,13.0,千,月,2年及以上,大专,在线,2026-04-15 08:36:12,2026-04-15 19:20:53,武汉百事可乐饮料有限公司,武汉·江汉区,"五险一金,绩效奖金,专业培训,年终奖金,定期体检,餐饮补贴,员工旅游,节日福利,带薪年假,通讯补贴,周末双休,高温补贴","职位详情：
【工作内容】
- 负责开拓和维护连锁餐饮，酒店，夜店，及特通大客户渠道，完成公司制定的销售目标与市场拓展任务；
- 深度挖掘客户需求，制定个性化合作方案，提升客户粘性与合作深度；
- 良好的内部协同能力，推动订单执行与售后服务，确保客户满意度；
- 跟踪行业动态与竞品信息，为渠道策略调整提供数据支持与建议。
【任职要求】
- 大专及以上学历，市场营销、工商管理等相关专业优先；
- 具备2年以上连锁餐饮或全国性大客户开发经验，有成功合作案例者优先；
- 熟悉连锁行业运作模式，了解供应链管理流程；
- 具备优秀的沟通能力、谈判技巧与执行力。

职能类别：
市场/营销/拓展专员",消费品/食品饮料,食品与饮料,"连锁餐饮, 酒店, 夜店, 特通大客户渠道, 市场营销, 工商管理, 连锁行业运作模式, 供应链管理流程, 沟通能力, 谈判技巧, 执行力",大专及以上学历；市场营销、工商管理等相关专业优先；有成功合作案例者优先,0.2,8000.0,13000.0,10500.0,"['连锁餐饮', '酒店', '夜店', '特通大客户渠道', '市场营销', '工商管理', '连锁行业运作模式', '供应链管理流程', '沟通能力', '谈判技巧', '执行力']","连锁餐饮,酒店,夜店,特通大客户渠道,市场营销技能包,连锁行业运作模式,供应链管理流程,沟通能力,谈判技巧,执行力",2
171458128,叉车司机,食品/饮料/粮油,5.0,7.0,千,月,1年及以上,高中,在线,2026-04-15 10:44:44,2026-04-15 19:33:55,宏全企业（苏州）有限公司,苏州·吴中区,"五险一金,年终奖金,专业培训,定期体检,带薪年假,节日福利","职位详情：
【工作内容】
- 负责公司仓库内货物的搬运、装卸及堆叠工作；
- 按照操作规程安全、高效地使用叉车进行作业；
- 保持作业区域的整洁与有序，确保物流顺畅；
- 定期检查叉车设备，及时上报故障并配合维护。
【任职要求】
- 配合加班，能适应倒班；
- 持有有效叉车驾驶证，一年以上叉车工作经验。

年龄要求：
20-40岁

职能类别：
叉车司机",消费品/食品饮料,食品与饮料,"叉车, 装卸, 货物搬运, 堆叠, 叉车驾驶证",能适应倒班,0.1,5000.0,7000.0,6000.0,"['叉车', '装卸', '货物搬运', '堆叠', '叉车驾驶证']","叉车,装卸,货物搬运,堆叠,叉车驾驶证",1
171606313,电商运营专员,食品/饮料/粮油,8.0,10.0,千,月,3年及以上,大专,在线,2026-04-15 10:11:53,2026-04-15 20:06:28,福建台宏食品有限公司上海分公司,上海,,"职位详情：
岗位职责：
1.负责京东、天猫的日常运营与管理:包括但不限于商品上下架、标题主图/详情页优化、价格体系、库存管理等；
2.制定并执行各平台推广计划，提升店铺曝光与转化，完成GMV及利润目标；
3.策划并执行平台大促、日常活动、直播联动、报名平台资源、跟踪复盘数据；
4.负责店铺投放工作，跟踪销售数据，分析流量、转化、客单价、竞品数据、输出报表并优化运营策略；
5.对接平台小二、设计、客服保障店铺高效运转；
6.关注平台规则与行业动态，及时优化店铺合规与竞争力；

任职要求:
1、3年以上电商运营经验，有过京东、天猫成功运营案例；
2、熟练使用各平台推广工具、懂数据化运营、能独立操盘店铺；
3、有生鲜品类行业经验、爆款打造经验者优先；
4、沟通协调强、执行力高、抗压能力好；
5、大专及以上，电商/市场营销相关专业优先。

职能类别：
国内电商运营",消费品/食品饮料,食品与饮料,"运营, 市场营销, 电商, 库存管理, 价格体系, 京东, 电商运营, 销售数据, 平台规则, 商品上下架, 平台大",5、大专及以上；电商/市场营销相关专业优先。,0.3,8000.0,10000.0,9000.0,"['运营', '市场营销', '电商', '库存管理', '价格体系', '京东', '电商运营', '销售数据', '平台规则', '商品上下架', '平台大']","运营,市场营销技能包,电商,价格体系,京东,电商运营,销售数据,平台规则,商品上下架,平台大",2
171293817,推广专员（郑州）(J25342),食品/饮料/粮油,6.0,10.0,千,月,2年及以上,本科,在线,2026-04-15 14:23:14,2026-04-15 22:27:02,上海旺旺食品集团有限公司,郑州·管城回族区,"五险一金,绩效奖金,餐饮补贴,通讯补贴","职位详情：
工作职责:
1、基于品牌品类策略，制定城市季度/月度新品及重点品项营销推广规划，明确PSD提升、门店陈列达标率等核心指标。
2、统筹营销活动全流程：方案洽谈、内部协调、执行检核、复盘优化，确保活动效益***化。
3、设计并落地高效陈列方案及商品化物料，通过生动化举措传递品牌价值，开展门店购物者研究，依据消费者行为定制渠道专属推广活动。
4、 协同客户经理，支持重点客户定制化营销方案（如档期活动、门店特陈）。
5、临促团队管理： 统筹临时促销员招募、培训，为团队提供营销标准、工具及技术指导，赋能门店绩效提升。
6、管控与优化：负责营销费用预算分配，提出费用优化策略，定期复盘活动投入产出，确保费用使用效率。
任职资格:
1、 本科及以上学历；
2、2年以上快消品行业营销推广经验，有饮品/休闲食品品类经验者优先；
3、熟练使用Excel/PPT，具备数据分析及费用测算能力。

职能类别：
市场/营销/拓展专员",消费品/食品饮料,食品与饮料,"制定营销推广规划, 统筹营销活动全流程, 设计并落地陈列方案, 开展门店购物者研究, 定制渠道专属推广活动, 支持重点客户定制化营销方案, 临促团队管理, 营销费用预算分配, Excel, PPT, 数据分析及费用测算能力",1、 本科及以上学历,0.2,6000.0,10000.0,8000.0,"['制定营销推广规划', '统筹营销活动全流程', '设计并落地陈列方案', '开展门店购物者研究', '定制渠道专属推广活动', '支持重点客户定制化营销方案', '临促团队管理', '营销费用预算分配', 'Excel', 'PPT', '数据分析及费用测算能力']","制定营销推广规划,统筹营销活动全流程,设计并落地陈列方案,开展门店购物者研究,定制渠道专属推广活动,支持重点客户定制化营销方案,临促团队管理,营销费用预算分配,Excel,PPT,数据分析及费用测算能力",2
171634757,销售代表-中山(A142315),食品/饮料/粮油,6.0,9.0,千,月,3年及以上,中技/中专,在线,2026-04-16 11:48:59,2026-04-17 08:45:25,菓子熟了（南京）食品有限公司,中山,"绩效奖金,五险一金,专业培训,年终奖金,带薪年假,交通补贴,通讯补贴,节日福利","职位详情：
职位描述：
1、每日按计划线路拜访所有客户，达成公司下达的分销任务。
2、及时有效地向客户推广产品，获取订单,提高活跃客户数及订单金额,做好售点铺货、陈列及生动化,并与客户保持良好沟通。
3、开发新渠道和新售点，增加铺货、可见库存及提高生动化水平，并根据售点的变化，及时向上级主管建议线路及拜访频率的调整,并不断更新与完善客户资料。
4、及时跟进管理经销商/分销商的库存及货龄,并督促其送货时间及服务质量。
5、准确并有效执行公司各项市场销售活动，确保所有政策落实到每一个终端售点。
6、及时了解收集市场/客户/售点及竞争对手信息，并及时反馈给上级主管。
7、完成上级领导安排的其他工作。

职位要求：
1、年龄：≤35岁
2、性别：不限
3、学历：高中、中专及以上
4、专业：不限
5、资历要求：2以上快速消费品行业销售经验。
6、知识和工作能力要求：
1） 熟悉营销知识和当地终端市场。
2） 有良好的沟通协调和驾御客户的等能力，有一定的语言能力。
3） 品貌端正、诚实，工作态度认真，有吃苦耐劳的精神。
4）管理时间的能力强，善于学习，乐于接受指导。
7、相关培训要求：销售技巧、沟通技巧、谈判技巧等知识和技能的培训。

年龄要求：
22-35岁

职能类别：
客户代表",消费品/食品饮料,食品与饮料,"营销, 管理时间, 陈列, 分销, 铺货, 市场销售, 推广产品, 客户资料, 谈判技巧, 销售技巧",职位描述：；1、每日按计划线路拜访所有客户；2、及时有效地向客户推广产品；做好售点铺货、陈列及生动化；增加铺货、可见库存及提高生动化水平；及时向上级主管建议线路及拜访频率的调整；并督促其送货时间及服务质量。；并及时反馈给上级主管。；≤35岁；3、学历：；高中、中专及以上；4、专业：；6、知识和工作能力要求：；有一定的语言能力。；3） 品貌端正、诚实；工作态度认真；有吃苦耐劳的精神。；4）管理时间的能力强；善于学习；乐于接受指导。；7、相关培训要求：；22-35岁,0.3,6000.0,9000.0,7500.0,"['营销', '管理时间', '陈列', '分销', '铺货', '市场销售', '推广产品', '客户资料', '谈判技巧', '销售技巧']","营销,管理时间,陈列,分销,铺货,市场销售,推广产品,客户资料,谈判技巧,销售技巧",2
171636520,储备干部,食品/饮料/粮油,2.6,3.2,千,月,无需经验,大专,在线,2026-04-16 13:25:48,2026-04-17 08:49:02,四川南宏商贸有限责任公司,巴中·平昌县,"五险一金,绩效奖金,年终奖金,专业培训,餐饮补贴,带薪年假,员工旅游,全勤奖","职位详情：
【工作内容】
- 轮岗学习超市/大卖场全流程运营工作，涵盖生鲜、食品、非食、收银、客服及门店管理等核心岗位，全面掌握零售运营全链路知识；
- 协助部门主管进行商品陈列、库存管理、订货补货及损耗控制，确保门店日常运营高效有序；
- 负责客户接待与服务工作，主动解答顾客疑问，处理简单客诉，提升顾客满意度与购物体验；
- 参与门店促销活动执行与现场氛围布置，协助完成销售目标，学习销售数据分析与经营策略调整；
- 遵守公司各项规章制度，配合团队完成日常工作，培养良好的团队协作能力与基础管理思维。
【任职要求】
- 本科及以上学历，专业不限，零售、工商管理、市场营销等相关专业优先；
- 具备良好的沟通能力与客户服务意识，能适应轮岗及高强度工作节奏；
- 有责任心、执行力强，具备较强的学习能力和团队合作精神；
- 热爱零售行业，对门店运营管理有兴趣，愿意从基层做起，逐步成长为管理人才。

职能类别：
运营主管",消费品/食品饮料,食品与饮料,"销售, 管理, 客户接待, 市场营销, 食品, 客服, 库存管理, 工商管理, 服务, 零售",本科及以上学历；零售、工商管理、市场营销等相关专业优先；能适应轮岗及高强度工作节奏；有责任心、执行力强；愿意从基层做起,0.0,2600.0,3200.0,2900.0,"['销售', '管理', '客户接待', '市场营销', '食品', '客服', '库存管理', '工商管理', '服务', '零售']","销售,管理,客户接待,市场营销技能包,食品,客服,服务,零售",1
